Navn,Drengenavn,Pigenavn
Brani,Ja,Nej
Branigan,Ja,Nej
Branimir,Ja,Nej
Branislav,Ja,Nej
Branko,Ja,Nej
Brant,Ja,Nej
Brave,Ja,Nej
Bray,Ja,Nej
Brayan,Ja,Nej
Brayden,Ja,Nej
Bredo,Ja,Nej
Bregne,Ja,Nej
Breido,Ja,Nej
Brejte,Ja,Nej
Breki,Ja,Nej
Brenan,Ja,Nej
Brendan,Ja,Nej
Breno,Ja,Nej
Brent,Ja,Nej
Brenton,Ja,Nej
Brestir,Ja,Nej
Brett,Ja,Nej
Brhane,Ja,Nej
Brian,Ja,Nej
Brianbo,Ja,Nej
Briand,Ja,Nej
Brianeli,Ja,Nej
Briang,Ja,Nej
Briann,Ja,Nej
Briansaleem,Ja,Nej
Briansh,Ja,Nej
Brianstaal,Ja,Nej
Briar,Ja,Nej
Brice,Ja,Nej
Brido,Ja,Nej
Bright,Ja,Nej
Brilliant,Ja,Nej
Brim,Ja,Ja
Brima,Ja,Nej
Brimir,Ja,Nej
Brin,Ja,Nej
Brion,Ja,Nej
Brionsune,Ja,Nej
Brisk,Ja,Nej
Britain,Ja,Nej
Britton,Ja,Nej
Brix,Ja,Nej
Broder,Ja,Nej
Brodie,Ja,Ja
Brody,Ja,Nej
Broieu,Ja,Nej
Bron,Ja,Nej
Bronislaw,Ja,Nej
Brono,Ja,Nej
Brooklyn,Ja,Ja
Brooks,Ja,Nej
Bror,Ja,Nej
Brorhan,Ja,Nej
Brormand,Ja,Nej
Brosi,Ja,Nej
Brrian,Ja,Nej
Bruce,Ja,Nej
Bruk,Ja,Nej
Brumle,Ja,Nej
Brumme,Ja,Nej
Bruno,Ja,Nej
Brúnó,Ja,Nej
Brunon,Ja,Nej
Brusk,Ja,Nej
Brutus,Ja,Nej
Brwa,Ja,Nej
Bryan,Ja,Nej
Bryde,Ja,Nej
Bryn,Ja,Nej
Bryne,Ja,Nej
Brynjar,Ja,Nej
Brynje,Ja,Nej
Brynjolf,Ja,Nej
Brynjolfur,Ja,Nej
Brynjúlfur,Ja,Nej
Brynulf,Ja,Nej
Bryson,Ja,Nej
Brzan,Ja,Nej
Bsrat,Ja,Nej
Buakaw,Ja,Nej
Buay,Ja,Nej
Buba,Ja,Nej
Bubacar,Ja,Nej
Bubacarr,Ja,Nej
Bubber,Ja,Nej
Bubi,Ja,Ja
Buda,Ja,Nej
Budd,Ja,Nej
Buddha,Ja,Nej
Buddy,Ja,Nej
Budja,Ja,Nej
Budolf,Ja,Nej
Bue,Ja,Nej
Bufas,Ja,Nej
Bugge,Ja,Nej
Bughaw,Ja,Nej
Bugra,Ja,Nej
Búgvi,Ja,Nej
Bui,Ja,Nej
Búi,Ja,Nej
Bujamin,Ja,Nej
Bukhari,Ja,Nej
Bukola,Ja,Nej
Bulaba,Ja,Nej
Bulduk,Ja,Nej
Bulent,Ja,Nej
Bülent,Ja,Nej
Bulivai,Ja,Nej
Buller,Ja,Nej
Bulut,Ja,Nej
Bum,Ja,Nej
Bumi,Ja,Nej
Bumin,Ja,Nej
Bun,Ja,Nej
Bunu,Ja,Nej
Bunyamin,Ja,Nej
Bünyamin,Ja,Nej
Bupe,Ja,Nej
Burak,Ja,Nej
Buran,Ja,Nej
Buraq,Ja,Nej
Buray,Ja,Nej
Burhaan,Ja,Nej
Burhan,Ja,Nej
Burhanuddin,Ja,Nej
Burim,Ja,Nej
Buris,Ja,Nej
Burre,Ja,Nej
Buruk,Ja,Nej
Busser,Ja,Nej
Buster,Ja,Nej
Busuma,Ja,Nej
Butoto,Ja,Nej
Butoyi,Ja,Nej
Buur,Ja,Nej
Buzter,Ja,Nej
Bwami,Ja,Nej
Bwore,Ja,Nej
Byamungu,Ja,Nej
Bynke,Ja,Nej
Byong,Ja,Nej
Byrge,Ja,Nej
Byrial,Ja,Nej
Byron,Ja,Nej
Caasper,Ja,Nej
Cabbar,Ja,Nej
Cabdi,Ja,Nej
Cabdimaalik,Ja,Nej
Cabdirahman,Ja,Nej
Cabdirazaaq,Ja,Nej
Cabdulaahi,Ja,Nej
Cabdulcasis,Ja,Nej
Cabdullahi,Ja,Nej
Cabir,Ja,Nej
Cadeau,Ja,Nej
Caden,Ja,Nej
Cadnaan,Ja,Nej
Cæcar,Ja,Nej
Cæcilius,Ja,Nej
Cæhsar,Ja,Nej
Caelan,Ja,Nej
Caelen,Ja,Nej
Caersten,Ja,Nej
Caesar,Ja,Nej
Cæsar,Ja,Nej
Caetano,Ja,Nej
Cafer,Ja,Nej
Caffrey,Ja,Nej
Cagan,Ja,Nej
Cagatay,Ja,Nej
Caglar,Ja,Nej
Çaglar,Ja,Nej
Cagri,Ja,Nej
Cahaya,Ja,Nej
Cahid,Ja,Nej
Cahit,Ja,Nej
Cahlen,Ja,Nej
Cahyana,Ja,Nej
Cai,Ja,Nej
Caiden,Ja,Nej
Caijay,Ja,Nej
Cailean,Ja,Nej
Caillou,Ja,Nej
Cain,Ja,Nej
Caine,Ja,Nej
Caio,Ja,Nej
Cairo,Ja,Nej
Caiser,Ja,Nej
Caisy,Ja,Nej
Caitanya,Ja,Nej
Caius,Ja,Nej
Caj,Ja,Nej
Cajohs,Ja,Nej
Cajus,Ja,Nej
Cal,Ja,Nej
Calcifer,Ja,Nej
Calder,Ja,Nej
Caleb,Ja,Nej
Caleen,Ja,Nej
Cal-El,Ja,Nej
Calen,Ja,Nej
Caleo,Ja,Nej
Cali,Ja,Ja
Caliam,Ja,Nej
Calian,Ja,Nej
Calihan,Ja,Nej
Calin,Ja,Nej
Calito,Ja,Nej
Calix,Ja,Nej
Calixte,Ja,Nej
Callan,Ja,Nej
Calle,Ja,Nej
Calli,Ja,Nej
Callisto,Ja,Nej
Callix,Ja,Nej
Callum,Ja,Nej
Calvin,Ja,Nej
Camaron,Ja,Nej
Cameron,Ja,Ja
Cameroon,Ja,Nej
Camil,Ja,Nej
Camilio,Ja,Nej
Camillas,Ja,Nej
Camille,Ja,Ja
Camillius,Ja,Nej
Camillo,Ja,Nej
Camillus,Ja,Nej
Camilo,Ja,Nej
Camlin,Ja,Nej
Cammo,Ja,Nej
Camon,Ja,Nej
Campbell,Ja,Nej
Camron,Ja,Nej
Can,Ja,Nej
Canalp,Ja,Nej
Cander,Ja,Nej
Candido,Ja,Nej
Cane,Ja,Ja
Caner,Ja,Nej
Caneren,Ja,Nej
Cani,Ja,Nej
Canisius,Ja,Nej
Cano,Ja,Nej
Canpolat,Ja,Nej
Cantona,Ja,Nej
Canyon,Ja,Nej
Capion,Ja,Nej
Cappy,Ja,Nej
Carab,Ja,Nej
Caramon,Ja,Nej
Carel,Ja,Nej
Caribou,Ja,Nej
Carim,Ja,Nej
Carit,Ja,Nej
Carl,Ja,Nej
Carl-Aage,Ja,Nej
Carl-Christian,Ja,Nej
Carl-Emil,Ja,Nej
Carlemill,Ja,Nej
Carl-Erik,Ja,Nej
Carl-Henrik,Ja,Nej
Carlis,Ja,Nej
Carlisle,Ja,Nej
Carlito,Ja,Nej
Carljohan,Ja,Nej
Carl-Johan,Ja,Nej
Carllo,Ja,Nej
Carlo,Ja,Nej
Carlos,Ja,Nej
Carloskar,Ja,Nej
Carl-Otto,Ja,Nej
Carlson,Ja,Nej
Carlton,Ja,Nej
Carlvester,Ja,Nej
Carly,Ja,Ja
Carlyle,Ja,Nej
Carmelo,Ja,Nej
Caro,Ja,Nej
Carol,Ja,Ja
Carrington,Ja,Nej
Carrsten,Ja,Nej
Carsten,Ja,Nej
Carter,Ja,Nej
Carton,Ja,Nej
Carvin,Ja,Nej
Casander,Ja,Nej
Casbian,Ja,Nej
Case,Ja,Nej
Casey,Ja,Ja
Cashew,Ja,Nej
Cashmir,Ja,Nej
Casian,Ja,Nej
Casiis,Ja,Nej
Casilias,Ja,Nej
Casiljas,Ja,Nej
Casillias,Ja,Nej
Casimir,Ja,Nej
Casino,Ja,Nej
Casius,Ja,Nej
Casiyel,Ja,Nej
Casmian,Ja,Nej
Casmir,Ja,Nej
Casmus,Ja,Nej
Caspar,Ja,Nej
Casparr,Ja,Nej
Casper,Ja,Nej
Casperr,Ja,Nej
Caspher,Ja,Nej
Caspian,Ja,Ja
Caspien,Ja,Nej
Caspier,Ja,Nej
Casra,Ja,Nej
Cass,Ja,Ja
Cassamo,Ja,Nej
Cassander,Ja,Nej
Cassano,Ja,Nej
Cassem,Ja,Nej
Cassian,Ja,Nej
Cassidy,Ja,Ja
Cassiel,Ja,Ja
Cassius,Ja,Nej
Cassper,Ja,Nej
Castello,Ja,Nej
Castian,Ja,Nej
Castiel,Ja,Nej
Castor,Ja,Nej
Castus,Ja,Nej
Catalin,Ja,Nej
Cátálin,Ja,Nej
Cathal,Ja,Nej
Cato,Ja,Nej
Cavian,Ja,Nej
Cavit,Ja,Nej
Cavus,Ja,Nej
Cawil,Ja,Nej
Cawres,Ja,Nej
Cay,Ja,Nej
Cayden,Ja,Nej
Cayetano,Ja,Nej
Cayleb,Ja,Nej
Cayleo,Ja,Nej
Cayler,Ja,Nej
Cazpar,Ja,Nej
Cazper,Ja,Nej
Cbastian,Ja,Nej
Ce,Ja,Ja
Cean,Ja,Nej
Cebastian,Ja,Nej
Cebrail,Ja,Nej
Cecil,Ja,Ja
Cecilius,Ja,Nej
Ceda,Ja,Nej
Cedeiro,Ja,Nej
Cedie,Ja,Nej
Cedomir,Ja,Nej
Cedric,Ja,Nej
Cedrik,Ja,Nej
Ceejay,Ja,Nej
Cefat,Ja,Nej
Celal,Ja,Nej
Celebi,Ja,Nej
Celeborn,Ja,Nej
Célestin,Ja,Nej
Celestino,Ja,Nej
Celevik,Ja,Nej
Celhias,Ja,Nej
Celian,Ja,Nej
Celias,Ja,Nej
Celil,Ja,Nej
Celino,Ja,Nej
Celius,Ja,Nej
Celiyas,Ja,Nej
Cell,Ja,Nej
Cellian,Ja,Nej
Cello,Ja,Nej
Celvin,Ja,Nej
Cem,Ja,Nej
Cemal,Ja,Nej
Cemali,Ja,Nej
Cemil,Ja,Nej
Cemmo,Ja,Nej
Cemo,Ja,Nej
Cenan,Ja,Nej
Cendy,Ja,Nej
Cengis,Ja,Nej
Cengiz,Ja,Nej
Cengizhan,Ja,Nej
Cenk,Ja,Nej
Cennet,Ja,Ja
Ceon,Ja,Nej
Cephas,Ja,Nej
Ceri,Ja,Nej
Cerim,Ja,Nej
Cerio,Ja,Nej
Cerkan,Ja,Nej
Cervando,Ja,Nej
Cesar,Ja,Nej
César,Ja,Nej
Cesare,Ja,Nej
Cesc,Ja,Nej
Cesur,Ja,Nej
Cetin,Ja,Nej
Cetus,Ja,Nej
Ceu,Ja,Nej
Cevat,Ja,Nej
Cevdet,Ja,Nej
Ceverin,Ja,Nej
Cevin,Ja,Nej
Ceyar,Ja,Nej
Ceyhan,Ja,Nej
Ceyhun,Ja,Nej
Ceylan,Ja,Ja
Ceylon,Ja,Nej
Cezar,Ja,Nej
Cezary,Ja,Nej
Chaaylek,Ja,Nej
Chaban,Ja,Nej
Chabu,Ja,Nej
Chace,Ja,Nej
Chad,Ja,Nej
Chadi,Ja,Nej
Chafiq,Ja,Nej
Chaher,Ja,Nej
Chai,Ja,Nej
Chaiyawat,Ja,Nej
Chaiyuth,Ja,Nej
Chaker,Ja,Nej
Chakib,Ja,Nej
Chakraphan,Ja,Nej
Chakri,Ja,Nej
Chala,Ja,Ja
Cham,Ja,Ja
Chammi,Ja,Nej
Chamnan,Ja,Nej
Champ,Ja,Nej
Chan,Ja,Nej
Chanasit,Ja,Nej
Chance,Ja,Nej
Chand,Ja,Nej
Chandler,Ja,Nej
Chandra,Ja,Ja
Chandrakant,Ja,Nej
Chandran,Ja,Nej
Chandravata,Ja,Nej
Chandru,Ja,Nej
Chang,Ja,Ja
Changmin,Ja,Nej
Chani,Ja,Ja
Chaniel,Ja,Nej
Chankeert,Ja,Nej
Chanlot,Ja,Nej
Chanmeet,Ja,Nej
Chano,Ja,Nej
Chansa,Ja,Ja
Chao,Ja,Nej
Chaouki,Ja,Nej
Charan,Ja,Nej
Charbel,Ja,Nej
Chareef,Ja,Nej
Charif,Ja,Nej
Charis,Ja,Nej
Charith,Ja,Nej
Charkrit,Ja,Nej
Charl,Ja,Nej
Charles,Ja,Nej
Charley,Ja,Ja
Charli,Ja,Ja
Charlie,Ja,Ja
Charliey,Ja,Nej
Charlo,Ja,Nej
Charlot,Ja,Ja
Charlton,Ja,Nej
Charly,Ja,Ja
Charmarke,Ja,Nej
Charn,Ja,Nej
Charni,Ja,Nej
Charno,Ja,Nej
Charvik,Ja,Nej
Chase,Ja,Nej
Chasper,Ja,Nej
Chat,Ja,Nej
Chatchai,Ja,Nej
Chatur,Ja,Nej
Chau,Ja,Ja
Chaudhary,Ja,Nej
Chaudhry,Ja,Nej
Chaudry,Ja,Nej
Chawan,Ja,Nej
Chawdary,Ja,Nej
Chawn,Ja,Nej
Chay,Ja,Nej
Chayakorn,Ja,Nej
Chayénn,Ja,Nej
Chayènn,Ja,Nej
Chayne,Ja,Nej
Chayton,Ja,Nej
Che,Ja,Nej
Chebastian,Ja,Nej
Chebueze,Ja,Nej
Chee,Ja,Nej
Cheema,Ja,Nej
Cheick,Ja,Nej
Cheikh,Ja,Nej
Cheikhou,Ja,Nej
Cheletano,Ja,Nej
Chellam,Ja,Nej
Chen,Ja,Ja
Chencan,Ja,Nej
Chendy,Ja,Nej
Cheng,Ja,Nej
Chenghao,Ja,Nej
Chenghong,Ja,Nej
Chengjun,Ja,Nej
Chengkuan,Ja,Nej
Chengqian,Ja,Nej
Chengxi,Ja,Nej
Chengyu,Ja,Nej
Chengyue,Ja,Nej
Chenhao,Ja,Nej
Chenkai,Ja,Nej
Chenne,Ja,Nej
Chennet,Ja,Nej
Chenqing,Ja,Ja
Chenrui,Ja,Nej
Chenyu,Ja,Nej
Chenze,Ja,Nej
Cheran,Ja,Nej
Cheridan,Ja,Nej
Cherno,Ja,Nej
Chero,Ja,Nej
Chervan,Ja,Nej
Chervin,Ja,Ja
Chester,Ja,Nej
Chet,Ja,Nej
Chetachukwu,Ja,Nej
Chetan,Ja,Nej
Chethan,Ja,Nej
Cheuk,Ja,Nej
Chevy,Ja,Ja
Chi,Ja,Ja
Chia,Ja,Ja
Chiagozie,Ja,Nej
Chiagozikan,Ja,Nej
Chiaki,Ja,Nej
Chiamoh,Ja,Nej
Chiazom,Ja,Nej
Chi-Bao,Ja,Nej
Chibaraka,Ja,Nej
Chibli,Ja,Nej
Chibueze,Ja,Nej
Chibugo,Ja,Nej
Chibuike,Ja,Nej
Chibuikem,Ja,Nej
Chibundu,Ja,Nej
Chicco,Ja,Nej
Chico,Ja,Nej
Chidalu,Ja,Nej
Chidera,Ja,Ja
Chideraa,Ja,Nej
Chidi,Ja,Nej
Chidiebere,Ja,Ja
Chido,Ja,Nej
Chidozie,Ja,Nej
Chidube,Ja,Nej
Chidubem,Ja,Nej
Chiebuka,Ja,Nej
Chiedozie,Ja,Nej
Chiemerie,Ja,Nej
Chiemezuo,Ja,Nej
Chigemezu,Ja,Nej
Chigozie,Ja,Nej
Chigoziri,Ja,Nej
Chigozirim,Ja,Nej
Chihab,Ja,Nej
Chihiro,Ja,Nej
Chijioke,Ja,Nej
Chikamso,Ja,Nej
Chike,Ja,Nej
Chikelu,Ja,Nej
Chiko,Ja,Nej
Chikosolu,Ja,Nej
Chilas,Ja,Nej
Chillian,Ja,Nej
Chilo,Ja,Nej
Chiluba,Ja,Nej
Chima,Ja,Nej
Chimaobi,Ja,Nej
Chimaobim,Ja,Nej
Chimereze,Ja,Nej
Chimezie,Ja,Nej
Chimezirim,Ja,Nej
Chimkasi,Ja,Nej
Chimo,Ja,Nej
Chin,Ja,Ja
Chinagorom,Ja,Nej
Chinaza,Ja,Ja
Chinedu,Ja,Nej
Chinedum,Ja,Nej
Ching,Ja,Ja
Chingizkhan,Ja,Nej
Chinh,Ja,Nej
Chini,Ja,Nej
Chino,Ja,Nej
Chinonso,Ja,Nej
Chioke,Ja,Nej
Chip,Ja,Nej
Chiram,Ja,Nej
Chiron,Ja,Nej
Chisom,Ja,Ja
Chitina,Ja,Nej
Chittipat,Ja,Nej
Chivanathan,Ja,Nej
Chiwo,Ja,Nej
Chizoro,Ja,Nej
Chlaus,Ja,Nej
Chnordi,Ja,Nej
Cho,Ja,Ja
Choan,Ja,Nej
Choephel,Ja,Nej
Choi,Ja,Ja
Cholan,Ja,Nej
Cholavarman,Ja,Nej
Cholta,Ja,Nej
Choman,Ja,Nej
Chong,Ja,Nej
Chongo,Ja,Nej
Chonlathit,Ja,Nej
Chotu,Ja,Nej
Choudary,Ja,Nej
Choudhary,Ja,Nej
Choudhery,Ja,Nej
Choudhry,Ja,Nej
Chowdary,Ja,Ja
Chowdhury,Ja,Nej
Chræsten,Ja,Nej
Chrelle,Ja,Nej
Chres,Ja,Nej
Chresten,Ja,Nej
Chrestian,Ja,Nej
Chriistofer,Ja,Nej
Chrillé,Ja,Nej
Chrilles,Ja,Nej
Chris,Ja,Ja
Chrisbjørn,Ja,Nej
Chrish,Ja,Nej
Chrisjoye,Ja,Nej
Chriss,Ja,Ja
Christ,Ja,Nej
Christen,Ja,Nej
Christer,Ja,Nej
Christiaan,Ja,Nej
Christian,Ja,Nej
Christianeg,Ja,Nej
Christiann,Ja,Nej
Christiano,Ja,Nej
Christiern,Ja,Nej
Christii,Ja,Nej
Christinel,Ja,Nej
Christo,Ja,Nej
Christof,Ja,Nej
Christoff,Ja,Nej
Christoffel,Ja,Nej
Christoffell,Ja,Nej
Christoffer,Ja,Nej
Christofher,Ja,Nej
Christol,Ja,Nej
Christoph,Ja,Nej
Christophe,Ja,Nej
Christopheer,Ja,Nej
Christopher,Ja,Nej
Christos,Ja,Nej
Chriz,Ja,Nej
Chriztoffer,Ja,Nej
Chrysanthos,Ja,Nej
Chrysostomos,Ja,Nej
Chuan,Ja,Nej
Chuanfang,Ja,Nej
Chuel,Ja,Nej
Chuhang,Ja,Nej
Chuijin,Ja,Nej
Chuiyi,Ja,Nej
Chuka,Ja,Nej
Chuks,Ja,Nej
Chukuoma,Ja,Nej
Chukwubuikem,Ja,Nej
Chukwudi,Ja,Nej
Chukwudike,Ja,Nej
Chukwudubem,Ja,Nej
Chukwudul,Ja,Nej
Chukwuebuka,Ja,Nej
Chukwuedu,Ja,Nej
Chukwuemeka,Ja,Nej
Chukwuka,Ja,Nej
Chukwuma,Ja,Nej
Chukwumaobim,Ja,Nej
Chukwunazaekpere,Ja,Nej
Chukwuyem,Ja,Nej
Chul,Ja,Nej
Chumu,Ja,Nej
Chun,Ja,Ja
Chung,Ja,Nej
Chunji,Ja,Nej
Chuong,Ja,Nej
Chuqi,Ja,Nej
Churin,Ja,Nej
Chus,Ja,Nej
Ciagoziem,Ja,Nej
Ciamak,Ja,Nej
Cian,Ja,Nej
Cían,Ja,Nej
Ciano,Ja,Nej
Ciarán,Ja,Nej
Cicero,Ja,Nej
Cicerone,Ja,Nej
Cido,Ja,Nej
Cifer,Ja,Nej
Ciger,Ja,Nej
Ciggi,Ja,Nej
Cihad,Ja,Nej
Cihan,Ja,Nej
Cihangir,Ja,Nej
Cihat,Ja,Nej
Cikas,Ja,Nej
Cikaz,Ja,Nej
Cilan,Ja,Nej
Cilas,Ja,Nej
Cilian,Ja,Nej
Cilius,Ja,Nej
Cilla,Ja,Ja
Cillian,Ja,Nej
Cillius,Ja,Nej
Cillocan,Ja,Nej
Cilver,Ja,Nej
Cim,Ja,Nej
Cimber,Ja,Nej
Cimmi,Ja,Nej
Cimmy,Ja,Ja
Cimon,Ja,Nej
Cimraan,Ja,Nej
Cimran,Ja,Nej
Cinar,Ja,Nej
Cinus,Ja,Nej
Ciprian,Ja,Nej
Ciro,Ja,Nej
Cisaam,Ja,Nej
Cisad,Ja,Nej
Cise,Ja,Nej
Civan,Ja,Nej
Ciwan,Ja,Nej
Ciwang,Ja,Nej
Ciya,Ja,Nej
Cjørn,Ja,Nej
Claas,Ja,Nej
Claas-Phillip,Ja,Nej
Claes,Ja,Nej
Clapton,Ja,Nej
Clarck,Ja,Nej
Clarence,Ja,Nej
Clark,Ja,Nej
Clarkdex,Ja,Nej
Claro,Ja,Nej
Clarus,Ja,Nej
Clas,Ja,Nej
Claude,Ja,Ja
Claudi,Ja,Nej
Claudian,Ja,Nej
Claudio,Ja,Nej
Claudiu,Ja,Nej
Claudius,Ja,Nej
Clauds,Ja,Nej
Claudy,Ja,Nej
Clauess,Ja,Nej
Claus,Ja,Nej
Clauscarl,Ja,Nej
Claus-Jørgen,Ja,Nej
Clauss,Ja,Nej
Clauz,Ja,Nej
Clavs,Ja,Nej
Clay,Ja,Nej
Clayson,Ja,Nej
Clayton,Ja,Nej
Clemen,Ja,Nej
Clemens,Ja,Nej
Clement,Ja,Nej
Clément,Ja,Nej
Clemente,Ja,Nej
Clemme,Ja,Nej
Clemmen,Ja,Nej
Cléo,Ja,Ja
Cleve,Ja,Nej
Clias,Ja,Nej
Cliff,Ja,Nej
Clifford,Ja,Nej
Clint,Ja,Nej
Clinton,Ja,Nej
Clive,Ja,Nej
Clon,Ja,Nej
Clyde,Ja,Nej
Co,Ja,Nej
Coaiia,Ja,Nej
Coblah,Ja,Nej
Cobra,Ja,Nej
Coby,Ja,Nej
Codey,Ja,Nej
Codi,Ja,Nej
Codie,Ja,Nej
Codrin,Ja,Nej
Cody,Ja,Ja
Coen,Ja,Nej
Coeng,Ja,Nej
Coeur,Ja,Nej
Cole,Ja,Nej
Coley,Ja,Nej
Colin,Ja,Nej
Collin,Ja,Nej
Collins,Ja,Ja
Çollo,Ja,Nej
Colombo,Ja,Nej
Colombus,Ja,Nej
Colt,Ja,Nej
Coltrane,Ja,Nej
Columbus,Ja,Nej
Cömert,Ja,Nej
Como,Ja,Nej
Con,Ja,Nej
Conall,Ja,Nej
Conan,Ja,Nej
Cong,Ja,Nej
Congyun,Ja,Nej
Connell,Ja,Nej
Conner,Ja,Nej
Connor,Ja,Nej
Conny,Ja,Ja
Conor,Ja,Nej
Conrad,Ja,Nej
Conri,Ja,Nej
Constans,Ja,Nej
Constant,Ja,Nej
Constantin,Ja,Nej
Constantín,Ja,Nej
Constantine,Ja,Ja
Constantino,Ja,Nej
Conway,Ja,Nej
Coolie,Ja,Nej
Cooper,Ja,Nej
Cor,Ja,Nej
Corbet,Ja,Nej
Cordin,Ja,Nej
Cordt,Ja,Nej
Corey,Ja,Nej
Corfits,Ja,Nej
Corfitz,Ja,Nej
Cormac,Ja,Nej
Cormick,Ja,Nej
Corne,Ja,Nej
Cornel,Ja,Nej
Corneliius,Ja,Nej
Cornelio,Ja,Nej
Cornelis,Ja,Nej
Corneliu,Ja,Nej
Cornelius,Ja,Nej
Cornell,Ja,Nej
Cornellious,Ja,Nej
Cort,Ja,Nej
Corto,Ja,Nej
Corty,Ja,Nej
Corvin,Ja,Nej
Corvind,Ja,Nej
Corvinus,Ja,Nej
Cory,Ja,Nej
Coskun,Ja,Nej
Cosme,Ja,Nej
Cosmin,Ja,Nej
Cosmo,Ja,Nej
Cosmos,Ja,Nej
Cosmus,Ja,Nej
Costa,Ja,Ja
Costantine,Ja,Nej
Costellus,Ja,Nej
Costes,Ja,Nej
Costi,Ja,Nej
Costin,Ja,Nej
Coziel,Ja,Nej
Cozmo,Ja,Nej
Craig,Ja,Nej
Creavic,Ja,Nej
Crestian,Ja,Nej
Criistian,Ja,Nej
Crilles,Ja,Nej
Cris,Ja,Nej
Crisstian,Ja,Nej
Crister,Ja,Nej
Cristian,Ja,Nej
Cristiano,Ja,Nej
Cristinel,Ja,Nej
Cristó,Ja,Nej
Cristoffer,Ja,Nej
Cristopher,Ja,Nej
Cristoval,Ja,Nej
Cristus,Ja,Nej
Crius,Ja,Nej
Croc,Ja,Nej
Croistian,Ja,Nej
Crow,Ja,Nej
Cru,Ja,Nej
Cruise,Ja,Nej
Crux,Ja,Nej
Cruz,Ja,Ja
Csongor,Ja,Nej
Cuba,Ja,Ja
Cujo,Ja,Nej
Cuma,Ja,Nej
Cumali,Ja,Nej
Cumar,Ja,Nej
Cüneyt,Ja,Nej
Cung,Ja,Nej
Cuno,Ja,Nej
Cuong,Ja,Nej
Curd,Ja,Nej
Curi,Ja,Nej
Curlei,Ja,Nej
Curt,Ja,Nej
Curtis,Ja,Nej
Cutler,Ja,Nej
Cveja,Ja,Nej
Cy,Ja,Nej
Cylver,Ja,Nej
Cylvester,Ja,Nej
Cyprian,Ja,Nej
Cyprien,Ja,Nej
Cyric,Ja,Nej
Cyriel,Ja,Nej
Cyril,Ja,Nej
Cyrill,Ja,Nej
Cyron,Ja,Nej
Cyrus,Ja,Nej
Cyzia,Ja,Nej
Da,Ja,Ja
Daaha,Ja,Nej
Daahir,Ja,Nej
Daaim,Ja,Nej
Daan,Ja,Nej
Daanial,Ja,Nej
Daanish,Ja,Nej
Daanoshan,Ja,Nej
Daavar,Ja,Nej
Daban,Ja,Nej
Dabar,Ja,Nej
Dac,Ja,Ja
Dacian,Ja,Nej
Daði,Ja,Nej
Dae,Ja,Nej
Daecha,Ja,Nej
Daehir,Ja,Nej
Dae-Il,Ja,Nej
Daen,Ja,Nej
Dæniz,Ja,Nej
Dafer,Ja,Nej
Daffo,Ja,Nej
Dag,Ja,Nej
Dagfin,Ja,Nej
Dagfinn,Ja,Nej
Dagh,Ja,Nej
Daghan,Ja,Nej
Dagim,Ja,Nej
Dagnýr,Ja,Nej
Dago,Ja,Nej
Dagur,Ja,Nej
Daha,Ja,Nej
Daham,Ja,Nej
Dahen,Ja,Nej
Daher,Ja,Nej
Dahir,Ja,Nej
Dahlak,Ja,Nej
Dahri,Ja,Nej
Dai,Ja,Ja
Dàibhidh,Ja,Nej
Daiki,Ja,Nej
Daily,Ja,Nej
Daimian,Ja,Nej
Daimler,Ja,Nej
Dain,Ja,Nej
Daisuke,Ja,Nej
Daivik,Ja,Nej
Daiyan,Ja,Nej
Daiyane,Ja,Nej
Daiyyan,Ja,Nej
Dajan,Ja,Nej
Dak,Ja,Nej
Dakki,Ja,Nej
Dakota,Ja,Ja
Dakotah,Ja,Nej
Dakowtah,Ja,Nej
Daksayan,Ja,Nej
Daksh,Ja,Nej
Dakshan,Ja,Nej
Dale,Ja,Nej
Dalha,Ja,Nej
Dali,Ja,Ja
Dalian,Ja,Nej
Dalibor,Ja,Nej
Dalil,Ja,Nej
Dalip,Ja,Nej
Daliso,Ja,Nej
Dallah,Ja,Nej
Dallal,Ja,Nej
Dallas,Ja,Nej
Dalle,Ja,Nej
Dalman,Ja,Nej
Dalmar,Ja,Nej
Dalmin,Ja,Nej
Dalovan,Ja,Nej
Dalshir,Ja,Nej
Dalton,Ja,Nej
Dalxa,Ja,Nej
Damarjuna,Ja,Nej
Damian,Ja,Nej
Damiano,Ja,Nej
Damien,Ja,Ja
Damijan,Ja,Nej
Damir,Ja,Nej
Damiro,Ja,Nej
Damjan,Ja,Nej
Damon,Ja,Nej
Damra,Ja,Nej
Dan,Ja,Ja
Dana,Ja,Ja
Danainat,Ja,Nej
Danais,Ja,Nej
Dananjay,Ja,Nej
Danas,Ja,Nej
Danchen,Ja,Ja
Dandrick,Ja,Nej
Dane,Ja,Ja
Daneil,Ja,Nej
Danek,Ja,Nej
Danel,Ja,Nej
Daner,Ja,Nej
Danfred,Ja,Nej
Dang,Ja,Nej
Dangabriel,Ja,Nej
Danh,Ja,Nej
Danhua,Ja,Nej
Dani,Ja,Ja
Danial,Ja,Nej
Dánial,Ja,Nej
Daniar,Ja,Nej
Danick,Ja,Nej
Danieel,Ja,Nej
Daniel,Ja,Nej
Daniël,Ja,Nej
Daníel,Ja,Nej
Dániel,Ja,Nej
Daniele,Ja,Ja
Danielis,Ja,Nej
Danielius,Ja,Nej
